"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"2039","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2040","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2041","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2042","Not too happy",".i:  Inapplicable","Poor","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2043","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2044","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2045","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2046","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2047","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2048","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2049","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2050","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2051","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2052","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2053","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2054","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2055","Not too happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2056","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2057","Not too happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2058","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2059","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2060","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2061","Not too happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2062","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2063","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2064","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2065","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2066","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2067","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2068","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2069","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2070","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2071","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2072","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2073","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2074","Very happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2075","Very happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2076","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2077","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2078","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2079","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2080","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"2081","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2082","Not too happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2083","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2084","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2085","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2086","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"2087","Very happy","VERY HAPPY","Poor","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2088","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2089","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2090","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2091","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2092","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2093","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2094","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2095","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2096","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2097","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2098","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2099","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2100","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2101","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"2102","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"2103","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2104","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2105","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2106","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2107","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2108","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2109","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2110","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2111","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2112","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2113","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2114","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2115","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2116","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2117","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2118","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2119","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2120","Very happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2121","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2122","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2123","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2124","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2125","Pretty happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2126","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2127","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2128","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2129","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2130","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2131","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2132","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2133","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2134","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2135","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2136","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2137","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2138","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2139","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2140","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2141","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2142","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2143","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"2144","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2145","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2146","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2147","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2148","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"2149","Very happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2150","Pretty happy","NOT TOO HAPPY","Excellent","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2151","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2152","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2153","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2154","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2155","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2156","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2157","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"2158","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2159","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2160","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2161","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2162","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2163","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2164","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2165","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2166","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2167","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2168","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2169","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2170","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2171","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2172","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2173","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2174","Very happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2175","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2176","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2177","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2178","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2179","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2180","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2181","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2182","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2183","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2184","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"2185","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2186","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2187","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2188","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2189","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2190","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2191","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2192","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2193","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2194","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2195","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2196","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2197","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$3 000 TO 3 999","0 to 9 999"
"2198","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2199","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2200","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2201","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2202","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2203","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2204","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2205","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2206","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2207","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2208","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2209","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2210","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2211","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2212","Not too happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2213","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2214","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2215","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2216","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2217","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2218","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2219","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2220","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2221","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2222","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2223",".s:  Skipped on Web",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2224","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2225","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2226","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2227","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2228","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2229","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2230","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2231","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2232","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2233","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2234","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2235","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2236","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2237","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2238","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2239","Pretty happy","PRETTY HAPPY","Excellent","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2240","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2241","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2242","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2243","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2244","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2245","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2246","Very happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2247","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"2248","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2249","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2250","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"2251","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2252","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2253","Pretty happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2254","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2255","Pretty happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2256","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2257","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2258","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2259","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2260","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2261","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2262","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2263","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2264","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2265","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2266","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2267","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2268","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2269","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2270","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2271","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2272","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2273","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$5 000 TO 5 999","0 to 9 999"
"2274","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2275","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2276","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
