year,id_,happy,hapmar,health,life,satfin,finalter,ballot,income16
2021,1938,Very happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,1939,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot c,$12500 TO 14999
2021,1941,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,1942,Not too happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,1943,Very happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Stayed same,Ballot c,$40000 TO 49999
2021,1944,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,1945,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Worse,Ballot c,$60000 TO 74999
2021,1946,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Worse,Ballot c,UNDER $1 000
2021,1947,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$40000 TO 49999
2021,1949,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$75000 TO $89999
2021,1950,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$60000 TO 74999
2021,1951,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,1952,Not too happy,.i:  Inapplicable,Fair,Dull,Not satisfied at all,Stayed same,Ballot c,$35000 TO 39999
2021,1953,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$130000 TO $149999
2021,1954,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1955,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,.r:  Refused
2021,1956,Very happy,VERY HAPPY,Excellent,Routine,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,1957,Pretty happy,.i:  Inapplicable,Poor,Exciting,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1958,Very happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$25000 TO 29999
2021,1959,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,1960,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$35000 TO 39999
2021,1961,Very happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1962,Very happy,PRETTY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,1964,Not too happy,NOT TOO HAPPY,Fair,Routine,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,1965,Not too happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,1966,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.r:  Refused
2021,1967,Not too happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,1968,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$90000 TO $109999
2021,1969,Not too happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,1970,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,1971,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,1973,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$30000 TO 34999
2021,1974,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1975,Not too happy,.s:  Skipped on Web,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,.s:  Skipped on Web
2021,1976,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot c,$75000 TO $89999
2021,1977,Not too happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,1978,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,1979,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,$30000 TO 34999
2021,1980,Not too happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$75000 TO $89999
2021,1981,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,1983,Not too happy,.i:  Inapplicable,Poor,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$1 000 TO 2 999
2021,1984,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$60000 TO 74999
2021,1985,Not too happy,.i:  Inapplicable,Poor,Dull,More or less satisfied,Stayed same,Ballot a,$20000 TO 22499
2021,1986,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot a,$10000 TO 12499
2021,1988,Pretty happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$60000 TO 74999
2021,1989,Pretty happy,PRETTY HAPPY,Fair,Routine,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,1990,Not too happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Stayed same,Ballot a,$30000 TO 34999
2021,1991,Not too happy,NOT TOO HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$12500 TO 14999
2021,1992,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$20000 TO 22499
2021,1993,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,.r:  Refused
2021,1994,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot c,$17500 TO 19999
2021,1995,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,1996,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$35000 TO 39999
2021,1997,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Worse,Ballot c,.d:  Do not Know/Cannot Choose
2021,1998,Not too happy,.i:  Inapplicable,Poor,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,1999,Not too happy,.i:  Inapplicable,Good,Dull,Not satisfied at all,Worse,Ballot a,$20000 TO 22499
2021,2000,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$35000 TO 39999
2021,2001,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$90000 TO $109999
2021,2002,Very happy,.i:  Inapplicable,Poor,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$10000 TO 12499
2021,2003,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,2005,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,2006,Very happy,.i:  Inapplicable,Poor,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$35000 TO 39999
2021,2007,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,2008,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,2009,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,.s:  Skipped on Web
2021,2010,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot a,$25000 TO 29999
2021,2011,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$22500 TO 24999
2021,2012,Not too happy,NOT TOO HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$60000 TO 74999
2021,2014,Pretty happy,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.r:  Refused
2021,2016,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$1 000 TO 2 999
2021,2017,Not too happy,.i:  Inapplicable,Excellent,Dull,More or less satisfied,Better,Ballot c,$35000 TO 39999
2021,2018,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$35000 TO 39999
2021,2019,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,2020,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$20000 TO 22499
2021,2021,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot c,$3 000 TO 3 999
2021,2022,Pretty happy,.i:  Inapplicable,Poor,Routine,Not satisfied at all,Worse,Ballot c,$50000 TO 59999
2021,2023,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$8 000 TO 9 999
2021,2024,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$25000 TO 29999
2021,2025,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,2026,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$12500 TO 14999
2021,2027,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$35000 TO 39999
2021,2028,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$12500 TO 14999
2021,2029,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$110000 TO $129999
2021,2030,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot a,.r:  Refused
2021,2031,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot c,$50000 TO 59999
2021,2032,Very happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Stayed same,Ballot a,UNDER $1 000
2021,2033,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,2034,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$150000 TO $169999
2021,2035,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,2036,Pretty happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot c,.d:  Do not Know/Cannot Choose
2021,2037,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$8 000 TO 9 999
2021,2038,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,2039,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$90000 TO $109999
2021,2040,Not too happy,NOT TOO HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$40000 TO 49999
2021,2042,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$40000 TO 49999
2021,2043,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$8 000 TO 9 999
2021,2044,Pretty happy,.i:  Inapplicable,Poor,.i:  Inapplicable,More or less satisfied,Better,Ballot b,UNDER $1 000
2021,2045,Not too happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$75000 TO $89999
2021,2046,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$75000 TO $89999
2021,2047,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot c,$150000 TO $169999
2021,2048,Not too happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$130000 TO $149999
2021,2049,Pretty happy,.i:  Inapplicable,Poor,Dull,Pretty well satisfied,Better,Ballot a,$22500 TO 24999
2021,2050,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,2051,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$60000 TO 74999
2021,2052,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,2053,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$15000 TO 17499
2021,2055,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,2056,Not too happy,.i:  Inapplicable,Poor,Dull,Not satisfied at all,Stayed same,Ballot a,$1 000 TO 2 999
2021,2057,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$15000 TO 17499
2021,2058,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,2059,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,.d:  Do not Know/Cannot Choose
2021,2060,Not too happy,PRETTY HAPPY,Fair,Routine,More or less satisfied,Worse,Ballot a,$5 000 TO 5 999
2021,2062,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$110000 TO $129999
2021,2063,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$75000 TO $89999
2021,2064,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$60000 TO 74999
2021,2065,Very happy,.i:  Inapplicable,Fair,Exciting,More or less satisfied,Stayed same,Ballot a,UNDER $1 000
2021,2067,Pretty happy,.i:  Inapplicable,Good,Dull,Not satisfied at all,Worse,Ballot a,$12500 TO 14999
2021,2068,Not too happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Worse,Ballot a,$60000 TO 74999
2021,2069,Very happy,.i:  Inapplicable,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,2070,Very happy,VERY HAPPY,Fair,Exciting,Pretty well satisfied,Better,Ballot c,$75000 TO $89999
2021,2071,Not too happy,.i:  Inapplicable,Poor,Exciting,More or less satisfied,Stayed same,Ballot c,$20000 TO 22499
2021,2072,Pretty happy,PRETTY HAPPY,Excellent,Exciting,More or less satisfied,Better,Ballot a,$110000 TO $129999
2021,2073,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot a,.r:  Refused
2021,2074,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$60000 TO 74999
2021,2075,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,2076,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$1 000 TO 2 999
2021,2077,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,2078,Pretty happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Stayed same,Ballot a,$170000 OR OVER
2021,2079,Pretty happy,.i:  Inapplicable,Excellent,Routine,Pretty well satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,2080,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$8 000 TO 9 999
2021,2081,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$40000 TO 49999
2021,2082,Very happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$1 000 TO 2 999
2021,2083,Pretty happy,VERY HAPPY,.i:  Inapplicable,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.r:  Refused
2021,2084,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$1 000 TO 2 999
2021,2085,Very happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$60000 TO 74999
2021,2086,Pretty happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,2087,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$170000 OR OVER
2021,2089,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$170000 OR OVER
2021,2090,Very happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$10000 TO 12499
2021,2091,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,.s:  Skipped on Web
2021,2092,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,2093,Pretty happy,VERY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,.d:  Do not Know/Cannot Choose
2021,2094,Very happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,2095,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Better,Ballot a,$10000 TO 12499
2021,2097,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,2098,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,2099,Pretty happy,PRETTY HAPPY,Poor,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$35000 TO 39999
2021,2100,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$10000 TO 12499
2021,2101,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,2102,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,2103,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,2104,Pretty happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Stayed same,Ballot a,$10000 TO 12499
2021,2105,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,2106,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$30000 TO 34999
2021,2108,Not too happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,2109,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$40000 TO 49999
2021,2110,Pretty happy,PRETTY HAPPY,Poor,Routine,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,2111,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,2112,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$10000 TO 12499
2021,2113,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,2114,Pretty happy,.i:  Inapplicable,Poor,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$12500 TO 14999
2021,2115,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$50000 TO 59999
2021,2116,Not too happy,PRETTY HAPPY,Poor,Exciting,Not satisfied at all,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,2117,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,2118,Very happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$4 000 TO 4 999
2021,2119,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,2120,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$35000 TO 39999
2021,2121,Not too happy,.i:  Inapplicable,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,2122,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,2123,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$110000 TO $129999
2021,2124,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,2125,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,2126,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,2127,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,2129,Pretty happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Stayed same,Ballot c,$10000 TO 12499
2021,2130,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$150000 TO $169999
2021,2131,Very happy,VERY HAPPY,Fair,Exciting,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,2132,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot c,$110000 TO $129999
2021,2133,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$22500 TO 24999
2021,2134,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,2135,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$130000 TO $149999
2021,2138,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$17500 TO 19999
2021,2139,Not too happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$60000 TO 74999
2021,2140,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Stayed same,Ballot a,$25000 TO 29999
2021,2141,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Worse,Ballot b,$150000 TO $169999
2021,2142,Not too happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot a,$50000 TO 59999
2021,2143,Pretty happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Worse,Ballot c,$60000 TO 74999
2021,2144,Pretty happy,.i:  Inapplicable,Fair,Exciting,More or less satisfied,Stayed same,Ballot a,$15000 TO 17499
2021,2145,Not too happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,2146,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$30000 TO 34999
2021,2147,Pretty happy,.i:  Inapplicable,Poor,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$40000 TO 49999
2021,2148,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.r:  Refused
2021,2150,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot c,$25000 TO 29999
2021,2151,Very happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,2152,Not too happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Better,Ballot c,$10000 TO 12499
2021,2153,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,2154,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$50000 TO 59999
2021,2155,Very happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,2156,Very happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Worse,Ballot a,$170000 OR OVER
2021,2157,Pretty happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,2158,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,2159,Pretty happy,VERY HAPPY,Fair,Routine,More or less satisfied,Stayed same,Ballot c,$150000 TO $169999
2021,2160,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$110000 TO $129999
2021,2161,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$35000 TO 39999
2021,2162,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,2163,Pretty happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$22500 TO 24999
2021,2164,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$90000 TO $109999
2021,2165,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,2166,Very happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Better,Ballot c,$60000 TO 74999
2021,2168,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$50000 TO 59999
2021,2169,Very happy,VERY HAPPY,Good,Exciting,Not satisfied at all,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,2170,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,2172,Not too happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,2173,Not too happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot c,$30000 TO 34999
2021,2174,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$75000 TO $89999
2021,2175,Not too happy,.i:  Inapplicable,Excellent,Routine,More or less satisfied,Better,Ballot c,$150000 TO $169999
2021,2176,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,2177,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$60000 TO 74999
2021,2178,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot a,$75000 TO $89999
2021,2179,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$12500 TO 14999
